iteration,pop_best_eval,mean_eval,median_eval,best_eval,worst_eval,total_interaction_count,total_episode_count
238,288.0657653808594,16.1859188079834,-19.547832489013672,316.6666564941406,-5732.35791015625,3449512,36038
239,290.3440856933594,23.520994186401367,-22.364229202270508,316.6666564941406,-5732.35791015625,3465476,36189
240,276.5816955566406,-7.311793327331543,-29.479665756225586,316.6666564941406,-5732.35791015625,3480606,36340
241,278.4261169433594,13.524781227111816,-24.800338745117188,316.6666564941406,-5732.35791015625,3497001,36491
242,283.30767822265625,18.691055297851562,-20.813657760620117,316.6666564941406,-5732.35791015625,3512836,36642
243,283.09991455078125,-10.028278350830078,-50.03328323364258,316.6666564941406,-5732.35791015625,3528862,36793
244,277.92584228515625,-6.328101634979248,-49.11256408691406,316.6666564941406,-5732.35791015625,3547058,36944
245,274.0414123535156,23.002111434936523,-23.299156188964844,316.6666564941406,-5732.35791015625,3565423,37095
246,277.94091796875,26.93832778930664,-17.950475692749023,316.6666564941406,-5732.35791015625,3585541,37246
247,287.11346435546875,21.399396896362305,-24.466285705566406,316.6666564941406,-5732.35791015625,3602948,37397
248,287.1996154785156,18.46969223022461,-20.270578384399414,316.6666564941406,-5732.35791015625,3621631,37548
249,289.93817138671875,17.02432632446289,-28.73259735107422,316.6666564941406,-5732.35791015625,3639873,37699
250,279.6551513671875,64.7363510131836,-1.4576455354690552,316.6666564941406,-5732.35791015625,3659658,37850
251,290.13519287109375,42.96543884277344,-16.73824691772461,316.6666564941406,-5732.35791015625,3679409,38001
252,285.82513427734375,27.520030975341797,-30.92856216430664,316.6666564941406,-5732.35791015625,3699474,38152
253,302.2677917480469,66.68292236328125,-1.1571887731552124,316.6666564941406,-5732.35791015625,3721004,38303
254,284.7198181152344,40.92295837402344,-22.169174194335938,316.6666564941406,-5732.35791015625,3739280,38454
255,293.5184326171875,44.86650848388672,-18.350372314453125,316.6666564941406,-5732.35791015625,3759434,38605
256,292.70404052734375,60.9377555847168,-8.230841636657715,316.6666564941406,-5732.35791015625,3779635,38756
257,295.6792297363281,59.48598098754883,-0.8589539527893066,316.6666564941406,-5732.35791015625,3799140,38907
258,294.34063720703125,87.74888610839844,11.864007949829102,316.6666564941406,-5732.35791015625,3819928,39058
259,290.2286071777344,62.879608154296875,1.0482960939407349,316.6666564941406,-5732.35791015625,3839307,39209
260,287.75872802734375,30.041759490966797,-14.083916664123535,316.6666564941406,-5732.35791015625,3856530,39360
261,275.5357971191406,48.5673713684082,-0.34661009907722473,316.6666564941406,-5732.35791015625,3874827,39511
262,283.26849365234375,37.7320556640625,-21.12623405456543,316.6666564941406,-5732.35791015625,3894235,39662
263,287.8455810546875,33.517616271972656,-12.128389358520508,316.6666564941406,-5732.35791015625,3912532,39813
264,319.102783203125,35.89662551879883,-20.658641815185547,319.102783203125,-5732.35791015625,3931182,39964
265,283.36907958984375,38.12920379638672,-16.111291885375977,319.102783203125,-5732.35791015625,3949604,40115
266,313.1368103027344,67.85147094726562,6.626406669616699,319.102783203125,-5732.35791015625,3970428,40266
267,281.9330139160156,53.49142074584961,-10.388381004333496,319.102783203125,-5732.35791015625,3989097,40417
268,291.07305908203125,53.7354736328125,-9.14979362487793,319.102783203125,-5732.35791015625,4009743,40568
269,283.6063232421875,31.272886276245117,-16.642253875732422,319.102783203125,-5732.35791015625,4029920,40719
270,291.6884765625,53.995819091796875,-0.8846051096916199,319.102783203125,-5732.35791015625,4049784,40870
271,291.0732116699219,53.83588790893555,-4.326493263244629,319.102783203125,-5732.35791015625,4073181,41021
272,285.6278991699219,58.59123992919922,4.029001712799072,319.102783203125,-5732.35791015625,4096089,41172
273,315.491943359375,46.408103942871094,-10.604715347290039,319.102783203125,-5732.35791015625,4119208,41323
274,290.23211669921875,29.284826278686523,-19.38994026184082,319.102783203125,-5732.35791015625,4140449,41474
275,285.90936279296875,26.34679412841797,-23.461519241333008,319.102783203125,-5732.35791015625,4159913,41625
276,281.4906921386719,43.702274322509766,-5.627787113189697,319.102783203125,-5732.35791015625,4182734,41776
277,272.39739990234375,55.29319763183594,-1.4183197021484375,319.102783203125,-5732.35791015625,4204933,41927
278,311.9287414550781,61.53425598144531,-5.307973384857178,319.102783203125,-5732.35791015625,4228924,42078
279,315.23492431640625,41.6993408203125,-12.6343994140625,319.102783203125,-5732.35791015625,4249466,42229
280,289.1059875488281,61.691062927246094,-0.21709966659545898,319.102783203125,-5732.35791015625,4274811,42380
281,276.9814758300781,50.7861213684082,-1.4387080669403076,319.102783203125,-5732.35791015625,4297285,42531
282,291.70599365234375,40.42709732055664,-11.86942195892334,319.102783203125,-5732.35791015625,4319529,42682
283,300.29962158203125,40.67451095581055,-22.437326431274414,319.102783203125,-5732.35791015625,4340793,42833
284,311.6586608886719,33.46638488769531,-23.595096588134766,319.102783203125,-5732.35791015625,4364056,42984
285,303.352294921875,61.825279235839844,8.100358009338379,319.102783203125,-5732.35791015625,4384191,43135
286,295.7879333496094,44.476036071777344,-5.124184608459473,319.102783203125,-5732.35791015625,4404165,43286
287,297.8223876953125,27.90471649169922,-22.972192764282227,319.102783203125,-5732.35791015625,4421751,43437
288,284.0487060546875,31.455699920654297,-15.299116134643555,319.102783203125,-5732.35791015625,4443035,43588
289,313.4111328125,40.27326583862305,-14.040803909301758,319.102783203125,-5732.35791015625,4466348,43739
290,304.249755859375,51.442344665527344,-15.110551834106445,319.102783203125,-5732.35791015625,4489720,43890
291,280.2750549316406,42.32185363769531,-9.64274787902832,319.102783203125,-5732.35791015625,4512684,44041
292,295.01763916015625,39.75199508666992,-16.20171546936035,319.102783203125,-5732.35791015625,4532711,44192
293,293.4228515625,68.36531829833984,8.13332748413086,319.102783203125,-5732.35791015625,4555806,44343
294,293.9698486328125,75.90837860107422,4.923032760620117,319.102783203125,-5732.35791015625,4580966,44494
295,299.0070495605469,60.153663635253906,-3.3288207054138184,319.102783203125,-5732.35791015625,4600721,44645
296,310.8249816894531,85.02496337890625,9.996088027954102,319.102783203125,-5732.35791015625,4624129,44796
297,280.67529296875,61.427974700927734,-0.7659659385681152,319.102783203125,-5732.35791015625,4644038,44947
298,307.7151184082031,63.39775085449219,8.172472953796387,319.102783203125,-5732.35791015625,4664931,45098
299,292.31524658203125,37.06520462036133,-8.125003814697266,319.102783203125,-5732.35791015625,4684471,45249
300,294.2897644042969,51.621768951416016,-5.8927459716796875,319.102783203125,-5732.35791015625,4704247,45400
301,292.2721862792969,81.69004821777344,19.903718948364258,319.102783203125,-5732.35791015625,4727845,45551
302,301.4278564453125,79.6307144165039,15.470379829406738,319.102783203125,-5732.35791015625,4748012,45702
303,285.4102783203125,68.34443664550781,14.850512504577637,319.102783203125,-5732.35791015625,4768488,45853
304,283.0837707519531,62.56434631347656,5.931588649749756,319.102783203125,-5732.35791015625,4790230,46004
305,288.3843994140625,46.02857971191406,-3.1908047199249268,319.102783203125,-5732.35791015625,4809529,46155
306,316.9306335449219,74.69097900390625,14.31919002532959,319.102783203125,-5732.35791015625,4832412,46306
307,301.31768798828125,88.40910339355469,24.29435157775879,319.102783203125,-5732.35791015625,4856394,46457
308,283.9329528808594,63.13322448730469,4.964986801147461,319.102783203125,-5732.35791015625,4877966,46608
309,290.66973876953125,89.63571166992188,24.427156448364258,319.102783203125,-5732.35791015625,4902593,46759
310,286.17950439453125,115.67770385742188,88.94487762451172,319.102783203125,-5732.35791015625,4932514,46910
311,289.52923583984375,90.01647186279297,25.117422103881836,319.102783203125,-5732.35791015625,4960610,47061
312,296.072509765625,73.12724304199219,10.40432071685791,319.102783203125,-5732.35791015625,4983089,47212
313,289.2439270019531,96.10975646972656,23.33907127380371,319.102783203125,-5732.35791015625,5010073,47363
314,291.7497253417969,110.91905975341797,42.56516647338867,319.102783203125,-5732.35791015625,5035769,47514
315,290.9779968261719,72.54489135742188,8.040144920349121,319.102783203125,-5732.35791015625,5058926,47665
316,279.4851989746094,81.67122650146484,14.535468101501465,319.102783203125,-5732.35791015625,5086098,47816
317,299.9986877441406,84.2884292602539,13.867339134216309,319.102783203125,-5732.35791015625,5111099,47967
318,287.0681457519531,136.79859924316406,169.86166381835938,319.102783203125,-5732.35791015625,5144608,48118
319,286.72344970703125,133.52442932128906,177.4175567626953,319.102783203125,-5732.35791015625,5175377,48269
320,315.1944885253906,100.51802825927734,20.978992462158203,319.102783203125,-5732.35791015625,5206777,48420
321,309.4483337402344,113.218994140625,45.85470962524414,319.102783203125,-5732.35791015625,5237405,48571
322,321.6944274902344,143.53150939941406,187.46826171875,321.6944274902344,-5732.35791015625,5265984,48722
323,296.6650085449219,154.89007568359375,214.5373992919922,321.6944274902344,-5732.35791015625,5299972,48873
324,307.4603271484375,142.64901733398438,169.80084228515625,321.6944274902344,-5732.35791015625,5336599,49024
325,295.1481628417969,107.12089538574219,30.286609649658203,321.6944274902344,-5732.35791015625,5367990,49175
326,310.329833984375,132.8802490234375,175.20529174804688,321.6944274902344,-5732.35791015625,5395646,49326
327,298.58013916015625,134.76585388183594,180.85321044921875,321.6944274902344,-5732.35791015625,5424853,49477
328,307.2490234375,136.17474365234375,204.4670867919922,321.6944274902344,-5732.35791015625,5454044,49628
329,296.094970703125,148.63021850585938,224.1870574951172,321.6944274902344,-5732.35791015625,5485331,49779
330,322.5904541015625,140.1588134765625,195.4687042236328,322.5904541015625,-5732.35791015625,5521442,49930
331,308.7071838378906,133.31307983398438,163.453857421875,322.5904541015625,-5732.35791015625,5553336,50081
332,296.2480163574219,135.84982299804688,192.73043823242188,322.5904541015625,-5732.35791015625,5583602,50232
333,309.26824951171875,137.06216430664062,164.6760711669922,322.5904541015625,-5732.35791015625,5615415,50383
334,307.09783935546875,175.5615234375,232.70086669921875,322.5904541015625,-5732.35791015625,5647350,50534
335,294.3221435546875,175.4734344482422,241.80357360839844,322.5904541015625,-5732.35791015625,5679581,50685
336,304.68682861328125,160.88275146484375,229.57278442382812,322.5904541015625,-5732.35791015625,5711085,50836
337,301.75921630859375,152.2570343017578,211.16635131835938,322.5904541015625,-5732.35791015625,5748560,50987
338,280.0790100097656,164.04156494140625,218.82923889160156,322.5904541015625,-5732.35791015625,5783572,51138
339,301.97076416015625,158.9003448486328,215.16384887695312,322.5904541015625,-5732.35791015625,5817250,51289
340,299.4022216796875,134.2705535888672,163.50241088867188,322.5904541015625,-5732.35791015625,5852990,51440
341,319.6357116699219,165.78399658203125,229.25196838378906,322.5904541015625,-5732.35791015625,5887192,51591
342,306.2062072753906,143.2227783203125,178.17135620117188,322.5904541015625,-5732.35791015625,5918384,51742
343,313.840576171875,135.79193115234375,166.23965454101562,322.5904541015625,-5732.35791015625,5949844,51893
344,303.12530517578125,158.078125,222.95899963378906,322.5904541015625,-5732.35791015625,5982316,52044
345,319.141357421875,130.34767150878906,95.22631072998047,322.5904541015625,-5732.35791015625,6011847,52195
346,301.90557861328125,137.15155029296875,172.47216796875,322.5904541015625,-5732.35791015625,6039212,52346
347,291.3987731933594,172.15060424804688,236.9375,322.5904541015625,-5732.35791015625,6072808,52497
348,312.4620361328125,147.08433532714844,222.42494201660156,322.5904541015625,-5732.35791015625,6101120,52648
349,318.16650390625,155.1752471923828,218.7881622314453,322.5904541015625,-5732.35791015625,6134142,52799
350,315.9595947265625,104.58621978759766,34.28245544433594,322.5904541015625,-5732.35791015625,6163046,52950
351,320.3251647949219,139.038330078125,165.08444213867188,322.5904541015625,-5732.35791015625,6195350,53101
352,314.09271240234375,150.76486206054688,203.00198364257812,322.5904541015625,-5732.35791015625,6232980,53252
353,303.76715087890625,150.03355407714844,193.5354461669922,322.5904541015625,-5732.35791015625,6265110,53403
354,309.17083740234375,156.04779052734375,224.2548828125,322.5904541015625,-5732.35791015625,6296430,53554
355,299.995849609375,145.04232788085938,206.01431274414062,322.5904541015625,-5732.35791015625,6328980,53705
356,295.30474853515625,154.13768005371094,220.55091857910156,322.5904541015625,-5732.35791015625,6360578,53856
357,304.2742004394531,122.60665130615234,44.83857727050781,322.5904541015625,-5732.35791015625,6386448,54007
358,288.20989990234375,135.09536743164062,162.452392578125,322.5904541015625,-5732.35791015625,6416408,54158
359,312.2968444824219,142.39779663085938,180.87022399902344,322.5904541015625,-5732.35791015625,6451631,54309
360,295.3302917480469,161.4405975341797,230.96414184570312,322.5904541015625,-5732.35791015625,6481107,54460
361,321.1607971191406,187.81617736816406,235.67518615722656,322.5904541015625,-5732.35791015625,6514236,54611
362,303.0595703125,165.82296752929688,228.95565795898438,322.5904541015625,-5732.35791015625,6543545,54762
363,309.21453857421875,166.91073608398438,228.0185546875,322.5904541015625,-5732.35791015625,6573615,54913
364,301.1680908203125,151.508056640625,219.7220916748047,322.5904541015625,-5732.35791015625,6604329,55064
365,298.0707702636719,168.26145935058594,228.8136749267578,322.5904541015625,-5732.35791015625,6637805,55215
366,304.30889892578125,140.13980102539062,186.37660217285156,322.5904541015625,-5732.35791015625,6670772,55366
367,301.0835266113281,160.4218292236328,234.4359588623047,322.5904541015625,-5732.35791015625,6699433,55517
368,301.0623779296875,183.0126190185547,240.9556121826172,322.5904541015625,-5732.35791015625,6730149,55668
369,293.71453857421875,150.94189453125,191.47181701660156,322.5904541015625,-5732.35791015625,6762290,55819
370,321.6767578125,150.8287811279297,201.88035583496094,322.5904541015625,-5732.35791015625,6794905,55970
371,317.3945007324219,150.4720916748047,211.30645751953125,322.5904541015625,-5732.35791015625,6828269,56121
372,311.18865966796875,180.8981475830078,239.66455078125,322.5904541015625,-5732.35791015625,6861021,56272
373,299.9452209472656,170.65536499023438,230.4498291015625,322.5904541015625,-5732.35791015625,6893619,56423
374,297.2572021484375,193.79417419433594,243.41993713378906,322.5904541015625,-5732.35791015625,6925957,56574
375,309.0406494140625,173.52565002441406,230.76170349121094,322.5904541015625,-5732.35791015625,6961111,56725
376,301.5015563964844,159.4412384033203,230.27430725097656,322.5904541015625,-5732.35791015625,6996643,56876
377,302.5856018066406,151.70872497558594,216.18478393554688,322.5904541015625,-5732.35791015625,7027234,57027
378,301.06390380859375,173.5001983642578,228.42742919921875,322.5904541015625,-5732.35791015625,7061382,57178
379,302.7151184082031,199.1016387939453,235.82737731933594,322.5904541015625,-5732.35791015625,7094814,57329
380,303.1602783203125,202.83567810058594,235.62217712402344,322.5904541015625,-5732.35791015625,7133290,57480
381,307.1372375488281,178.1597137451172,224.9622039794922,322.5904541015625,-5732.35791015625,7171182,57631
382,313.3125,175.1499786376953,232.132568359375,322.5904541015625,-5732.35791015625,7203592,57782
383,300.97589111328125,176.1039276123047,226.5263671875,322.5904541015625,-5732.35791015625,7237471,57933
384,313.5528869628906,210.77374267578125,242.2623748779297,322.5904541015625,-5732.35791015625,7274787,58084
385,314.5475769042969,175.6396942138672,233.44427490234375,322.5904541015625,-5732.35791015625,7308522,58235
386,307.9456481933594,205.34829711914062,241.06471252441406,322.5904541015625,-5732.35791015625,7345459,58386
387,317.17822265625,183.40020751953125,232.98167419433594,322.5904541015625,-5732.35791015625,7380295,58537
388,294.4879150390625,192.4484405517578,234.39117431640625,322.5904541015625,-5732.35791015625,7420688,58688
389,314.19403076171875,217.96859741210938,241.5443115234375,322.5904541015625,-5732.35791015625,7459683,58839
390,311.7232971191406,203.28488159179688,238.42198181152344,322.5904541015625,-5732.35791015625,7502222,58990
391,313.33233642578125,225.32928466796875,239.78895568847656,322.5904541015625,-5732.35791015625,7545495,59141
392,296.0452880859375,214.72364807128906,237.19346618652344,322.5904541015625,-5732.35791015625,7590092,59292
393,302.8538513183594,233.36697387695312,238.0714874267578,322.5904541015625,-5732.35791015625,7636510,59443
394,303.9938049316406,233.35548400878906,241.52081298828125,322.5904541015625,-5732.35791015625,7678844,59594
395,327.9064025878906,225.44656372070312,238.26329040527344,327.9064025878906,-5732.35791015625,7721850,59745
396,324.69207763671875,216.25277709960938,234.51312255859375,327.9064025878906,-5732.35791015625,7768153,59896
397,309.8181457519531,213.93109130859375,235.60914611816406,327.9064025878906,-5732.35791015625,7812636,60047
398,301.9169921875,222.76144409179688,236.97268676757812,327.9064025878906,-5732.35791015625,7857631,60198
399,310.8498229980469,233.9320831298828,240.01223754882812,327.9064025878906,-5732.35791015625,7905869,60349
400,318.6398620605469,203.63754272460938,231.6844482421875,327.9064025878906,-5732.35791015625,7953897,60500
401,309.4617004394531,235.38546752929688,244.58982849121094,327.9064025878906,-5732.35791015625,8001611,60651
402,320.2989196777344,220.90414428710938,237.67193603515625,327.9064025878906,-5732.35791015625,8048035,60802
403,310.36956787109375,231.7909393310547,239.0729522705078,327.9064025878906,-5732.35791015625,8095959,60953
404,320.9142150878906,216.74359130859375,237.6094207763672,327.9064025878906,-5732.35791015625,8145149,61104
405,310.0516357421875,222.61361694335938,231.60206604003906,327.9064025878906,-5732.35791015625,8196794,61255
406,299.3575134277344,219.96644592285156,236.19956970214844,327.9064025878906,-5732.35791015625,8246982,61406
407,311.9735412597656,221.0809783935547,232.85107421875,327.9064025878906,-5732.35791015625,8297722,61557
408,304.87420654296875,209.3284149169922,234.4200897216797,327.9064025878906,-5732.35791015625,8345656,61708
409,317.3642578125,209.43304443359375,232.54502868652344,327.9064025878906,-5732.35791015625,8397325,61859
410,322.20953369140625,230.95823669433594,235.17979431152344,327.9064025878906,-5732.35791015625,8444973,62010
411,306.8009033203125,247.91725158691406,245.15870666503906,327.9064025878906,-5732.35791015625,8491149,62161
412,310.43634033203125,242.404296875,244.878173828125,327.9064025878906,-5732.35791015625,8543436,62312
413,313.6805419921875,246.65025329589844,245.4058380126953,327.9064025878906,-5732.35791015625,8590154,62463
414,319.1073913574219,240.20703125,243.7940216064453,327.9064025878906,-5732.35791015625,8639355,62614
415,311.4434814453125,244.2891845703125,243.24951171875,327.9064025878906,-5732.35791015625,8689939,62765
416,307.5765380859375,244.80795288085938,247.78079223632812,327.9064025878906,-5732.35791015625,8737004,62916
417,305.1552734375,217.24197387695312,235.177001953125,327.9064025878906,-5732.35791015625,8784811,63067
418,312.9808654785156,229.61209106445312,235.93687438964844,327.9064025878906,-5732.35791015625,8834637,63218
419,320.5321044921875,227.82164001464844,238.1663360595703,327.9064025878906,-5732.35791015625,8886571,63369
420,312.7019348144531,245.66619873046875,247.2421112060547,327.9064025878906,-5732.35791015625,8934462,63520
421,309.93621826171875,212.71063232421875,241.94825744628906,327.9064025878906,-5732.35791015625,8980697,63671
422,315.9147644042969,250.09645080566406,251.72775268554688,327.9064025878906,-5732.35791015625,9032812,63822
423,321.9273681640625,252.38914489746094,251.63314819335938,327.9064025878906,-5732.35791015625,9082464,63973
424,319.4295654296875,242.17730712890625,240.95143127441406,327.9064025878906,-5732.35791015625,9136004,64124
425,309.3934020996094,246.43081665039062,245.39207458496094,327.9064025878906,-5732.35791015625,9190977,64275
426,306.5594482421875,245.32350158691406,244.22303771972656,327.9064025878906,-5732.35791015625,9248761,64426
427,314.68505859375,244.14186096191406,246.35057067871094,327.9064025878906,-5732.35791015625,9304553,64577
428,313.4139709472656,234.27149963378906,243.69827270507812,327.9064025878906,-5732.35791015625,9357145,64728
429,316.2162780761719,246.8264617919922,249.31515502929688,327.9064025878906,-5732.35791015625,9418746,64879
430,309.020751953125,228.92056274414062,233.86544799804688,327.9064025878906,-5732.35791015625,9473724,65030
431,325.2294921875,243.17648315429688,240.23854064941406,327.9064025878906,-5732.35791015625,9529850,65181
432,306.6178894042969,251.55355834960938,250.0467987060547,327.9064025878906,-5732.35791015625,9581121,65332
433,313.8764343261719,243.77224731445312,246.9889373779297,327.9064025878906,-5732.35791015625,9632859,65483
434,307.5868225097656,248.21649169921875,247.08509826660156,327.9064025878906,-5732.35791015625,9683190,65634
435,309.4334716796875,254.19601440429688,252.15072631835938,327.9064025878906,-5732.35791015625,9732124,65785
436,312.1639404296875,238.29031372070312,233.299560546875,327.9064025878906,-5732.35791015625,9787382,65936
437,308.5629577636719,247.26402282714844,240.63389587402344,327.9064025878906,-5732.35791015625,9839883,66087
438,315.53594970703125,251.80223083496094,254.22959899902344,327.9064025878906,-5732.35791015625,9887647,66238
439,310.57440185546875,251.79754638671875,246.92518615722656,327.9064025878906,-5732.35791015625,9937532,66389
440,314.5731201171875,248.79078674316406,246.61392211914062,327.9064025878906,-5732.35791015625,9988375,66540
441,308.3020935058594,254.60040283203125,252.40341186523438,327.9064025878906,-5732.35791015625,10038272,66691
442,307.9402770996094,246.4157257080078,252.1139373779297,327.9064025878906,-5732.35791015625,10085711,66842
443,305.240478515625,247.9189453125,243.7960968017578,327.9064025878906,-5732.35791015625,10133025,66993
444,315.2040100097656,250.68922424316406,246.6551055908203,327.9064025878906,-5732.35791015625,10180664,67144
445,314.6322326660156,250.56187438964844,246.96630859375,327.9064025878906,-5732.35791015625,10228163,67295
446,322.2565002441406,255.2899627685547,252.2584228515625,327.9064025878906,-5732.35791015625,10272918,67446
447,318.8741760253906,245.8144073486328,244.27882385253906,327.9064025878906,-5732.35791015625,10328038,67597
448,317.7447814941406,244.0678253173828,245.62588500976562,327.9064025878906,-5732.35791015625,10381493,67748
449,316.53106689453125,239.08294677734375,238.85182189941406,327.9064025878906,-5732.35791015625,10437642,67899
450,315.9296875,254.17242431640625,252.22547912597656,327.9064025878906,-5732.35791015625,10493627,68050
451,313.2787780761719,250.1874542236328,248.08895874023438,327.9064025878906,-5732.35791015625,10543783,68201
452,313.13311767578125,252.71694946289062,252.6206817626953,327.9064025878906,-5732.35791015625,10591342,68352
453,313.8852844238281,252.38352966308594,249.81277465820312,327.9064025878906,-5732.35791015625,10636735,68503
454,319.2207336425781,263.53076171875,257.86688232421875,327.9064025878906,-5732.35791015625,10687880,68654
455,314.3327331542969,253.2544708251953,252.15753173828125,327.9064025878906,-5732.35791015625,10737279,68805
456,315.17181396484375,253.6410675048828,248.1547393798828,327.9064025878906,-5732.35791015625,10791487,68956
457,316.03228759765625,255.17384338378906,247.807373046875,327.9064025878906,-5732.35791015625,10840674,69107
458,313.5845947265625,254.7267608642578,251.87838745117188,327.9064025878906,-5732.35791015625,10890921,69258
459,310.8373718261719,258.1582336425781,254.45193481445312,327.9064025878906,-5732.35791015625,10939637,69409
460,312.86279296875,255.9560089111328,252.92066955566406,327.9064025878906,-5732.35791015625,10988951,69560
461,309.7288818359375,260.44866943359375,258.40325927734375,327.9064025878906,-5732.35791015625,11038817,69711
462,313.37457275390625,258.95849609375,256.609375,327.9064025878906,-5732.35791015625,11085219,69862
463,318.62310791015625,261.1334228515625,255.91156005859375,327.9064025878906,-5732.35791015625,11131461,70013
464,312.8150634765625,261.6573791503906,257.4858703613281,327.9064025878906,-5732.35791015625,11180450,70164
465,322.351806640625,255.1562957763672,249.28041076660156,327.9064025878906,-5732.35791015625,11228211,70315
466,307.2687072753906,257.183349609375,255.28759765625,327.9064025878906,-5732.35791015625,11283679,70466
467,318.7503356933594,256.6523742675781,257.9902648925781,327.9064025878906,-5732.35791015625,11332311,70617
468,302.4797058105469,257.7129211425781,257.2156066894531,327.9064025878906,-5732.35791015625,11381558,70768
469,319.3688049316406,259.0003662109375,255.20986938476562,327.9064025878906,-5732.35791015625,11433523,70919
470,301.9807434082031,253.19749450683594,251.96188354492188,327.9064025878906,-5732.35791015625,11484214,71070
471,320.6404724121094,259.3810119628906,253.66500854492188,327.9064025878906,-5732.35791015625,11536225,71221
472,307.4496154785156,253.9862060546875,251.89956665039062,327.9064025878906,-5732.35791015625,11594009,71372
473,314.6669616699219,258.475830078125,253.66168212890625,327.9064025878906,-5732.35791015625,11646230,71523
474,318.6963806152344,258.6419372558594,256.67987060546875,327.9064025878906,-5732.35791015625,11696415,71674
475,316.2123718261719,261.7039794921875,260.6335144042969,327.9064025878906,-5732.35791015625,11745122,71825
476,309.1130065917969,260.1492614746094,254.58897399902344,327.9064025878906,-5732.35791015625,11799483,71976
477,314.97943115234375,261.568115234375,258.27032470703125,327.9064025878906,-5732.35791015625,11850109,72127
478,325.5909423828125,259.5977783203125,251.3616180419922,327.9064025878906,-5732.35791015625,11903977,72278
